"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Município";"Produto das lavouras temporárias e permanentes";"Ano";"Variável";""
"Nova Russas (CE)";"Batata-inglesa";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Batata-inglesa";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Batata-inglesa";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex coagulado)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex coagulado)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex coagulado)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex coagulado)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex coagulado)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Borracha (látex líquido)";"2016";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Borracha (látex líquido)";"2017";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Borracha (látex líquido)";"2018";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Borracha (látex líquido)";"2019";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Borracha (látex líquido)";"2020";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cacau (em amêndoa)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cacau (em amêndoa)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cacau (em amêndoa)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cacau (em amêndoa)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cacau (em amêndoa)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Total";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Total";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Total";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Total";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Total";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Arábica";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Arábica";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Arábica";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Arábica";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Arábica";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Canephora";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Canephora";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Canephora";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Canephora";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Café (em grão) Canephora";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Caju";"2016";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Caju";"2017";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Caju";"2018";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Caju";"2019";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Caju";"2020";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cana-de-açúcar";"2016";"Valor da produção (Mil Reais)";"35"
"Nova Russas (CE)";"Cana-de-açúcar";"2017";"Valor da produção (Mil Reais)";"62"
"Nova Russas (CE)";"Cana-de-açúcar";"2018";"Valor da produção (Mil Reais)";"10"
"Nova Russas (CE)";"Cana-de-açúcar";"2019";"Valor da produção (Mil Reais)";"15"
"Nova Russas (CE)";"Cana-de-açúcar";"2020";"Valor da produção (Mil Reais)";"16"
"Nova Russas (CE)";"Cana para forragem";"2016";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cana para forragem";"2017";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cana para forragem";"2018";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cana para forragem";"2019";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Cana para forragem";"2020";"Valor da produção (Mil Reais)";"..."
"Nova Russas (CE)";"Caqui";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Caqui";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Caqui";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Caqui";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Caqui";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Castanha de caju";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Castanha de caju";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Castanha de caju";"2018";"Valor da produção (Mil Reais)";"5"
"Nova Russas (CE)";"Castanha de caju";"2019";"Valor da produção (Mil Reais)";"8"
"Nova Russas (CE)";"Castanha de caju";"2020";"Valor da produção (Mil Reais)";"6"
"Nova Russas (CE)";"Cebola";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cebola";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cebola";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cebola";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cebola";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Centeio (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Centeio (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Centeio (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Centeio (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Centeio (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cevada (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cevada (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cevada (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cevada (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Cevada (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Chá-da-índia (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Chá-da-índia (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Chá-da-índia (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Chá-da-índia (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Chá-da-índia (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Coco-da-baía*";"2016";"Valor da produção (Mil Reais)";"9"
"Nova Russas (CE)";"Coco-da-baía*";"2017";"Valor da produção (Mil Reais)";"11"
"Nova Russas (CE)";"Coco-da-baía*";"2018";"Valor da produção (Mil Reais)";"5"
"Nova Russas (CE)";"Coco-da-baía*";"2019";"Valor da produção (Mil Reais)";"8"
"Nova Russas (CE)";"Coco-da-baía*";"2020";"Valor da produção (Mil Reais)";"37"
"Nova Russas (CE)";"Dendê (cacho de coco)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Dendê (cacho de coco)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Dendê (cacho de coco)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Dendê (cacho de coco)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Dendê (cacho de coco)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Erva-mate (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Erva-mate (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Erva-mate (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Erva-mate (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Erva-mate (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Ervilha (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Ervilha (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Ervilha (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Ervilha (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Ervilha (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fava (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fava (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fava (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fava (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fava (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Feijão (em grão)";"2016";"Valor da produção (Mil Reais)";"639"
"Nova Russas (CE)";"Feijão (em grão)";"2017";"Valor da produção (Mil Reais)";"476"
"Nova Russas (CE)";"Feijão (em grão)";"2018";"Valor da produção (Mil Reais)";"457"
"Nova Russas (CE)";"Feijão (em grão)";"2019";"Valor da produção (Mil Reais)";"568"
"Nova Russas (CE)";"Feijão (em grão)";"2020";"Valor da produção (Mil Reais)";"333"
"Nova Russas (CE)";"Figo";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Figo";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Figo";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Figo";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Figo";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fumo (em folha)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fumo (em folha)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fumo (em folha)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fumo (em folha)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Fumo (em folha)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Girassol (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Girassol (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Girassol (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Girassol (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Girassol (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Goiaba";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Goiaba";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Goiaba";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Goiaba";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Goiaba";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Guaraná (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Guaraná (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Guaraná (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Guaraná (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Guaraná (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Juta (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Juta (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Juta (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Juta (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Juta (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Laranja";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Laranja";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Laranja";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Laranja";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Laranja";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Limão";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Limão";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Limão";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Limão";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Limão";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Linho (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Linho (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Linho (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Linho (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Linho (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maçã";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maçã";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maçã";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maçã";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maçã";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Malva (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Malva (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Malva (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Malva (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Malva (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamão";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamão";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamão";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamão";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamão";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamona (baga)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamona (baga)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamona (baga)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamona (baga)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mamona (baga)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Mandioca";"2016";"Valor da produção (Mil Reais)";"22"
"Nova Russas (CE)";"Mandioca";"2017";"Valor da produção (Mil Reais)";"19"
"Nova Russas (CE)";"Mandioca";"2018";"Valor da produção (Mil Reais)";"28"
"Nova Russas (CE)";"Mandioca";"2019";"Valor da produção (Mil Reais)";"62"
"Nova Russas (CE)";"Mandioca";"2020";"Valor da produção (Mil Reais)";"14"
"Nova Russas (CE)";"Manga";"2016";"Valor da produção (Mil Reais)";"15"
"Nova Russas (CE)";"Manga";"2017";"Valor da produção (Mil Reais)";"15"
"Nova Russas (CE)";"Manga";"2018";"Valor da produção (Mil Reais)";"5"
"Nova Russas (CE)";"Manga";"2019";"Valor da produção (Mil Reais)";"5"
"Nova Russas (CE)";"Manga";"2020";"Valor da produção (Mil Reais)";"7"
"Nova Russas (CE)";"Maracujá";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maracujá";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maracujá";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maracujá";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Maracujá";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Marmelo";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Marmelo";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Marmelo";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Marmelo";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Marmelo";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melancia";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melancia";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melancia";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melancia";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melancia";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melão";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melão";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melão";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melão";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Melão";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Milho (em grão)";"2016";"Valor da produção (Mil Reais)";"409"
"Nova Russas (CE)";"Milho (em grão)";"2017";"Valor da produção (Mil Reais)";"805"
"Nova Russas (CE)";"Milho (em grão)";"2018";"Valor da produção (Mil Reais)";"516"
"Nova Russas (CE)";"Milho (em grão)";"2019";"Valor da produção (Mil Reais)";"705"
"Nova Russas (CE)";"Milho (em grão)";"2020";"Valor da produção (Mil Reais)";"995"
"Nova Russas (CE)";"Noz (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Noz (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Noz (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Noz (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Noz (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Palmito";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Palmito";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Palmito";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Palmito";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Palmito";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pera";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pera";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pera";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pera";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pera";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pêssego";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pêssego";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pêssego";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pêssego";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pêssego";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pimenta-do-reino";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pimenta-do-reino";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pimenta-do-reino";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pimenta-do-reino";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Pimenta-do-reino";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Rami (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Rami (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Rami (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Rami (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Rami (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sisal ou agave (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sisal ou agave (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sisal ou agave (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sisal ou agave (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sisal ou agave (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Soja (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Soja (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Soja (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Soja (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Soja (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sorgo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sorgo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sorgo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sorgo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Sorgo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tangerina";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tangerina";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tangerina";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tangerina";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tangerina";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tomate";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tomate";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tomate";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tomate";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tomate";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Trigo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Trigo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Trigo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Trigo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Trigo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Triticale (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Triticale (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Triticale (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Triticale (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Triticale (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tungue (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tungue (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tungue (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tungue (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Tungue (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Urucum (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Urucum (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Urucum (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Urucum (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Urucum (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Uva";"2016";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Uva";"2017";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Uva";"2018";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Uva";"2019";"Valor da produção (Mil Reais)";"-"
"Nova Russas (CE)";"Uva";"2020";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacate";"2016";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacate";"2017";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacate";"2018";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacate";"2019";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacate";"2020";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacaxi*";"2016";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacaxi*";"2017";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacaxi*";"2018";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacaxi*";"2019";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Abacaxi*";"2020";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Açaí";"2016";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Açaí";"2017";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Açaí";"2018";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Açaí";"2019";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Açaí";"2020";"Valor da produção (Mil Reais)";"-"
"Novo Oriente (CE)";"Alfafa fenada";"2016";"Valor da produção (Mil Reais)";"..."
"Novo Oriente (CE)";"Alfafa fenada";"2017";"Valor da produção (Mil Reais)";"..."
