"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Município";"Produto das lavouras temporárias e permanentes";"Ano";"Variável";""
"Quixadá (CE)";"Borracha (látex líquido)";"2017";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Borracha (látex líquido)";"2018";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Borracha (látex líquido)";"2019";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Borracha (látex líquido)";"2020";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cacau (em amêndoa)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cacau (em amêndoa)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cacau (em amêndoa)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cacau (em amêndoa)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cacau (em amêndoa)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Total";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Total";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Total";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Total";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Total";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Arábica";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Arábica";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Arábica";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Arábica";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Arábica";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Canephora";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Canephora";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Canephora";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Canephora";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Café (em grão) Canephora";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Caju";"2016";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Caju";"2017";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Caju";"2018";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Caju";"2019";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Caju";"2020";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cana-de-açúcar";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cana-de-açúcar";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cana-de-açúcar";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cana-de-açúcar";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cana-de-açúcar";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cana para forragem";"2016";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cana para forragem";"2017";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cana para forragem";"2018";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cana para forragem";"2019";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Cana para forragem";"2020";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Caqui";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Caqui";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Caqui";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Caqui";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Caqui";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Castanha de caju";"2016";"Valor da produção (Mil Reais)";"561"
"Quixadá (CE)";"Castanha de caju";"2017";"Valor da produção (Mil Reais)";"617"
"Quixadá (CE)";"Castanha de caju";"2018";"Valor da produção (Mil Reais)";"685"
"Quixadá (CE)";"Castanha de caju";"2019";"Valor da produção (Mil Reais)";"710"
"Quixadá (CE)";"Castanha de caju";"2020";"Valor da produção (Mil Reais)";"655"
"Quixadá (CE)";"Cebola";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cebola";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cebola";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cebola";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cebola";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Centeio (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Centeio (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Centeio (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Centeio (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Centeio (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cevada (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cevada (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cevada (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cevada (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Cevada (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Chá-da-índia (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Chá-da-índia (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Chá-da-índia (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Chá-da-índia (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Chá-da-índia (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Coco-da-baía*";"2016";"Valor da produção (Mil Reais)";"71"
"Quixadá (CE)";"Coco-da-baía*";"2017";"Valor da produção (Mil Reais)";"71"
"Quixadá (CE)";"Coco-da-baía*";"2018";"Valor da produção (Mil Reais)";"77"
"Quixadá (CE)";"Coco-da-baía*";"2019";"Valor da produção (Mil Reais)";"125"
"Quixadá (CE)";"Coco-da-baía*";"2020";"Valor da produção (Mil Reais)";"122"
"Quixadá (CE)";"Dendê (cacho de coco)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Dendê (cacho de coco)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Dendê (cacho de coco)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Dendê (cacho de coco)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Dendê (cacho de coco)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Erva-mate (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Erva-mate (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Erva-mate (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Erva-mate (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Erva-mate (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Ervilha (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Ervilha (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Ervilha (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Ervilha (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Ervilha (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fava (em grão)";"2016";"Valor da produção (Mil Reais)";"72"
"Quixadá (CE)";"Fava (em grão)";"2017";"Valor da produção (Mil Reais)";"40"
"Quixadá (CE)";"Fava (em grão)";"2018";"Valor da produção (Mil Reais)";"40"
"Quixadá (CE)";"Fava (em grão)";"2019";"Valor da produção (Mil Reais)";"53"
"Quixadá (CE)";"Fava (em grão)";"2020";"Valor da produção (Mil Reais)";"30"
"Quixadá (CE)";"Feijão (em grão)";"2016";"Valor da produção (Mil Reais)";"1075"
"Quixadá (CE)";"Feijão (em grão)";"2017";"Valor da produção (Mil Reais)";"4266"
"Quixadá (CE)";"Feijão (em grão)";"2018";"Valor da produção (Mil Reais)";"3548"
"Quixadá (CE)";"Feijão (em grão)";"2019";"Valor da produção (Mil Reais)";"4380"
"Quixadá (CE)";"Feijão (em grão)";"2020";"Valor da produção (Mil Reais)";"3339"
"Quixadá (CE)";"Figo";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Figo";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Figo";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Figo";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Figo";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fumo (em folha)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fumo (em folha)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fumo (em folha)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fumo (em folha)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Fumo (em folha)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Girassol (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Girassol (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Girassol (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Girassol (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Girassol (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Goiaba";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Goiaba";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Goiaba";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Goiaba";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Goiaba";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Guaraná (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Guaraná (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Guaraná (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Guaraná (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Guaraná (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Juta (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Juta (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Juta (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Juta (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Juta (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Laranja";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Laranja";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Laranja";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Laranja";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Laranja";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Limão";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Limão";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Limão";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Limão";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Limão";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Linho (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Linho (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Linho (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Linho (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Linho (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maçã";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maçã";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maçã";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maçã";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maçã";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Malva (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Malva (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Malva (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Malva (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Malva (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamão";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamão";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamão";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamão";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamão";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamona (baga)";"2016";"Valor da produção (Mil Reais)";"3"
"Quixadá (CE)";"Mamona (baga)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamona (baga)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamona (baga)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mamona (baga)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Mandioca";"2016";"Valor da produção (Mil Reais)";"230"
"Quixadá (CE)";"Mandioca";"2017";"Valor da produção (Mil Reais)";"65"
"Quixadá (CE)";"Mandioca";"2018";"Valor da produção (Mil Reais)";"101"
"Quixadá (CE)";"Mandioca";"2019";"Valor da produção (Mil Reais)";"132"
"Quixadá (CE)";"Mandioca";"2020";"Valor da produção (Mil Reais)";"151"
"Quixadá (CE)";"Manga";"2016";"Valor da produção (Mil Reais)";"33"
"Quixadá (CE)";"Manga";"2017";"Valor da produção (Mil Reais)";"70"
"Quixadá (CE)";"Manga";"2018";"Valor da produção (Mil Reais)";"88"
"Quixadá (CE)";"Manga";"2019";"Valor da produção (Mil Reais)";"90"
"Quixadá (CE)";"Manga";"2020";"Valor da produção (Mil Reais)";"145"
"Quixadá (CE)";"Maracujá";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maracujá";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maracujá";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maracujá";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Maracujá";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Marmelo";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Marmelo";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Marmelo";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Marmelo";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Marmelo";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melancia";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melancia";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melancia";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melancia";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melancia";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melão";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melão";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melão";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melão";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Melão";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Milho (em grão)";"2016";"Valor da produção (Mil Reais)";"162"
"Quixadá (CE)";"Milho (em grão)";"2017";"Valor da produção (Mil Reais)";"2170"
"Quixadá (CE)";"Milho (em grão)";"2018";"Valor da produção (Mil Reais)";"2322"
"Quixadá (CE)";"Milho (em grão)";"2019";"Valor da produção (Mil Reais)";"3150"
"Quixadá (CE)";"Milho (em grão)";"2020";"Valor da produção (Mil Reais)";"2275"
"Quixadá (CE)";"Noz (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Noz (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Noz (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Noz (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Noz (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Palmito";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Palmito";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Palmito";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Palmito";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Palmito";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pera";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pera";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pera";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pera";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pera";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pêssego";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pêssego";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pêssego";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pêssego";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pêssego";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pimenta-do-reino";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pimenta-do-reino";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pimenta-do-reino";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pimenta-do-reino";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Pimenta-do-reino";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Rami (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Rami (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Rami (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Rami (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Rami (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sisal ou agave (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sisal ou agave (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sisal ou agave (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sisal ou agave (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sisal ou agave (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Soja (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Soja (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Soja (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Soja (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Soja (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sorgo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sorgo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sorgo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sorgo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Sorgo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tangerina";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tangerina";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tangerina";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tangerina";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tangerina";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Tomate";"2016";"Valor da produção (Mil Reais)";"460"
"Quixadá (CE)";"Tomate";"2017";"Valor da produção (Mil Reais)";"490"
"Quixadá (CE)";"Tomate";"2018";"Valor da produção (Mil Reais)";"578"
"Quixadá (CE)";"Tomate";"2019";"Valor da produção (Mil Reais)";"600"
"Quixadá (CE)";"Tomate";"2020";"Valor da produção (Mil Reais)";"1271"
"Quixadá (CE)";"Trigo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Trigo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Trigo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Trigo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Trigo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Triticale (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
